Station,Year,Month,Day,Daily Rainfall Total (mm),Daily Rainfall Total,Highest 30 Min Rainfall,Highest 120 Min Rainfall,Mean Temperature,Maximum Temperature,Minimum Temperature,Mean Wind Speed (km/h),Max Wind Speed (km/h)
Ang Mo Kio,2022,3,16,2.8,1.8,2.8,2.8,28,32.7,24.7,4.4,21.3
Ang Mo Kio,2022,3,17,25.6,23,23,23.2,27.6,32,25.3,4.1,20.6
Ang Mo Kio,2022,3,18,0,0,0,0,28.7,33.6,25.5,5.2,24.4
Ang Mo Kio,2022,3,19,0,0,0,0,30.1,36.2,26.8,5.7,23.7
Ang Mo Kio,2022,3,20,0,0,0,0,29.3,33.3,26.9,6.4,25.9
Ang Mo Kio,2022,3,21,0.2,0.2,0.2,0.2,,,,,
Ang Mo Kio,2022,3,22,,,,,,,,,
Ang Mo Kio,2022,3,23,,,,,,,,,
Ang Mo Kio,2022,3,24,,,,,,,,,
Ang Mo Kio,2022,3,25,0.2,,,,,,,,
Ang Mo Kio,2022,3,26,4.4,4.2,4.4,4.4,28.2,34.6,25.2,5.1,29.8
Ang Mo Kio,2022,3,27,0,0,0,0,29,35.2,25.1,4.3,29.8
Ang Mo Kio,2022,3,28,15.2,13.4,15,15.2,28.1,34.1,24.4,5,41.9
Ang Mo Kio,2022,3,29,58,53,57.8,58,27.9,34,23.1,4.9,29.8
Ang Mo Kio,2022,3,30,0,0,0,0,29,34.7,25.8,4.9,24.8
Ang Mo Kio,2022,3,31,14,10,14,14,28.1,33.9,24,4.8,33.5
Ang Mo Kio,2022,4,1,0,0,0,0,29.1,35.2,25.7,4.4,27.8
Ang Mo Kio,2022,4,2,1.8,1,1.8,1.8,28.4,35.4,25.7,4,35
Ang Mo Kio,2022,4,3,5.6,4.2,4.6,5.2,26.8,30.7,24.5,3.8,27.8
Ang Mo Kio,2022,4,4,0,0,0,0,27.6,33.9,23.8,4.3,21.3
Ang Mo Kio,2022,4,5,0,0,0,0,27.8,30.5,26,5.9,27.4
Ang Mo Kio,2022,4,6,43,35.2,41.6,42.6,27.8,34.7,23,4.8,55.4
Ang Mo Kio,2022,4,7,0.2,0.2,0.2,0.2,26.4,27.9,24.8,5,24.4
Ang Mo Kio,2022,4,8,0,0,0,0,27.9,34.9,24.9,5,32.8
Ang Mo Kio,2022,4,9,2.6,1.4,1.6,2.6,26.7,30.8,23.2,4.6,40.4
Ang Mo Kio,2022,4,10,12.6,11.6,12.6,12.6,27.2,33,24.5,4.2,23
Ang Mo Kio,2022,4,11,16.2,10.4,15.8,16,26.7,31.7,23.4,3.7,35.9
Ang Mo Kio,2022,4,12,0.2,0.2,0.2,0.2,28.1,33.4,24.9,3.3,19.4
Ang Mo Kio,2022,4,13,0,0,0,0,28.4,32.7,26,4.5,27
Ang Mo Kio,2022,4,14,5.2,3.4,4.4,5,28.9,33.6,22.9,6,39.6
Ang Mo Kio,2022,4,15,6.6,2.4,3.8,4.8,28.6,32.2,24.6,5.7,38.5
Ang Mo Kio,2022,4,16,6.2,5.6,6.2,6.2,29.3,33.3,23.9,5,34.6
Ang Mo Kio,2022,4,17,14.8,8,8.6,8.6,28.6,34.4,25.6,5.4,33.5
Ang Mo Kio,2022,4,18,18.2,3.6,5.4,7.2,27.4,33.2,24.1,6.1,27
Ang Mo Kio,2022,4,19,36.6,28,32,33.4,27.3,33.5,23.6,4.4,40
Ang Mo Kio,2022,4,20,4,3.4,3.6,3.6,27.9,34,26,4,28.5
Ang Mo Kio,2022,4,21,13,9,9.6,11,26.1,27.7,24,3.7,29.1
Ang Mo Kio,2022,4,22,0,0,0,0,28.6,33.3,24.8,6.1,30.2
Ang Mo Kio,2022,4,23,28.8,24,28.6,28.8,28.4,34,23.1,4.6,42
Ang Mo Kio,2022,4,24,0,0,0,0,29.1,32.1,26.5,4.6,23
Ang Mo Kio,2022,4,25,26.8,15.6,16.2,16.2,28.2,32.7,24.6,4,32.4
Ang Mo Kio,2022,4,26,0,0,0,0,28.7,32.1,25.7,3.4,16.5
Ang Mo Kio,2022,4,27,0,0,0,0,28.2,33.1,26.6,4.1,27.4
Ang Mo Kio,2022,4,28,15.6,11.4,11.8,11.8,28.2,34,24.9,3.7,27
Ang Mo Kio,2022,4,29,0,0,0,0,29.3,33.7,25.9,4.8,25.2
Ang Mo Kio,2022,4,30,38.6,21,33,38.4,28.1,33.5,24.6,4.3,31.7
Ang Mo Kio,2022,5,1,0,0,0,0,28.7,32.4,26.5,4.6,22.4
Ang Mo Kio,2022,5,2,6.4,2.4,3.4,5.4,28.3,31.7,24.3,5.9,32.8
Ang Mo Kio,2022,5,3,1.2,0.4,0.8,1.2,28.8,32.4,25.3,6.9,29.8
Ang Mo Kio,2022,5,4,49.2,20.8,25.4,40.8,28.3,31.2,23.7,6.8,30.6
Ang Mo Kio,2022,5,5,0,0,0,0,29.7,32.6,27.3,5.4,21.3
Ang Mo Kio,2022,5,6,0,0,0,0,30.2,34.5,27.9,6,24.4
Ang Mo Kio,2022,5,7,19.4,15,17,17.6,27.7,31.4,23.5,5.8,35
Ang Mo Kio,2022,5,8,1,0.2,0.4,0.6,28.1,30.3,25.7,5.3,24.4
Ang Mo Kio,2022,5,9,6.4,6.4,6.4,6.4,29.4,33.7,24.9,9,37.4
Ang Mo Kio,2022,5,10,0,0,0,0,30.3,34.4,27,7.8,31.7
Ang Mo Kio,2022,5,11,27.4,8.6,13.6,23,27.9,30.7,24.1,4.5,30.2
Ang Mo Kio,2022,5,12,0,0,0,0,30,34.6,26.9,6.5,35
Ang Mo Kio,2022,5,13,0,0,0,0,30,35.6,26.8,4.1,19.8
Ang Mo Kio,2022,5,14,0,0,0,0,29.8,34.7,27.3,6.1,30.6
Ang Mo Kio,2022,5,15,2.8,1.6,1.6,1.6,28.7,33.9,24.4,5.1,29.8
Ang Mo Kio,2022,5,16,56.6,18,22.2,40.4,27.1,30.9,23.5,4.9,30.2
Ang Mo Kio,2022,5,17,0,0,0,0,29.4,33.6,25.7,5.2,22.6
Ang Mo Kio,2022,5,18,0,0,0,0,30.4,34.9,27.1,5.8,23.7
Ang Mo Kio,2022,5,19,4.8,3.2,4,4.6,28.3,32.7,25.4,5.2,28.2
Ang Mo Kio,2022,5,20,1.2,1.2,1.2,1.2,28.1,33.8,25.4,3.9,32.4
Ang Mo Kio,2022,5,21,0,0,0,0,29.2,34,25.9,4.5,23.7
Ang Mo Kio,2022,5,22,0,0,0,0,29.9,33.3,27.3,5.6,28.5
Ang Mo Kio,2022,5,23,1.6,1.4,1.6,1.6,29.4,33.5,25.4,4.7,27
Ang Mo Kio,2022,5,24,0,0,0,0,29.5,34,25.8,5.6,28.9
Ang Mo Kio,2022,5,25,20.2,15.6,16.8,18.6,27.8,34.5,24.3,6.1,43.2
Ang Mo Kio,2022,5,26,0,0,0,0,28.9,33.7,24.6,4.8,22.4
Ang Mo Kio,2022,5,27,0,0,0,0,30.2,34.9,27.4,5.5,27
Ang Mo Kio,2022,5,28,0,0,0,0,29.7,33.1,27,6.4,29.1
Ang Mo Kio,2022,5,29,0,0,0,0,30.8,35.2,28.1,5.9,26.7
Ang Mo Kio,2022,5,30,0,0,0,0,30.9,35.6,27.4,5.5,23.7
Ang Mo Kio,2022,5,31,0,0,0,0,30.3,35.1,27.7,5.4,24.1
Ang Mo Kio,2022,6,1,0,0,0,0,29.5,31.7,27.9,5.5,25.9
Ang Mo Kio,2022,6,2,2.4,2.4,2.4,2.4,28.3,30.8,24.8,6.3,28.5
Ang Mo Kio,2022,6,3,9.2,7,8.2,8.6,28,30.5,24.4,4.3,36.3
Ang Mo Kio,2022,6,4,6.8,3.4,5.4,6,28.7,33.7,23.3,4.9,25.9
Ang Mo Kio,2022,6,5,1.8,1.8,1.8,1.8,28.1,32.7,25.8,4.3,27.4
Ang Mo Kio,2022,6,6,0,0,0,0,28.8,32.1,25.6,5.3,25.9
Ang Mo Kio,2022,6,7,1.4,0.6,0.6,1,27.7,30,26.1,3.8,22
Ang Mo Kio,2022,6,8,11.4,7.4,10.6,11.4,28.3,34.2,24.6,4.8,24.1
Ang Mo Kio,2022,6,9,0,0,0,0,27.6,31.8,25.7,3.9,35.2
Ang Mo Kio,2022,6,10,1.6,1.6,1.6,1.6,28.6,34.4,25,3.8,33.2
Ang Mo Kio,2022,6,11,21,14.4,18.6,20.4,27.3,31.8,23.1,6.1,29.8
Ang Mo Kio,2022,6,12,0,0,0,0,27.5,30.2,25.5,5,23.3
Ang Mo Kio,2022,6,13,20,11,11.2,11.2,27.2,32.3,24.1,3.7,33.9
Ang Mo Kio,2022,6,14,0.4,0.4,0.4,0.4,28.2,32,25.2,5,30.6
Ang Mo Kio,2022,6,15,3.6,2,2,2,28,31.7,24.7,4.6,28.5
Ang Mo Kio,2022,6,16,45.4,28.2,36.2,44.6,26.2,29.6,22.8,4.6,35.6
Ang Mo Kio,2022,6,17,0,0,0.4,0.6,,,,,
Ang Mo Kio,2022,6,18,,,,,,,,,
Ang Mo Kio,2022,6,19,,,,,,,,,
Ang Mo Kio,2022,6,20,,,,,,,,,
Ang Mo Kio,2022,6,21,0.8,0.8,0.8,0.8,27.3,30.3,24.3,4.5,29.8
Ang Mo Kio,2022,6,22,3,3,3,3,28.1,31.3,25.5,5.6,26.3
Ang Mo Kio,2022,6,23,7,2.6,3.2,3.6,27.2,29.5,25,4.4,24.1
Ang Mo Kio,2022,6,24,0,0,0,0,27.7,31,24.8,4.6,24.1
Ang Mo Kio,2022,6,25,7,5,6.8,7,26.9,29.2,24.1,4.6,28.2
Ang Mo Kio,2022,6,26,0,0,0,0,28.9,33.1,26.4,5.3,25.2
Ang Mo Kio,2022,6,27,0,0,0,0,29.5,33.3,27.3,5.4,25.9
Ang Mo Kio,2022,6,28,0,0,0,0,28.1,32.8,25.8,4.7,34.6
Ang Mo Kio,2022,6,29,0,0,0,0,28.9,33,25.7,6,26.7
Ang Mo Kio,2022,6,30,4.4,2.4,3.4,4,27.5,29.8,24.4,6.4,40.4
Ang Mo Kio,2022,7,1,0,0,0,0,29.3,32.6,27,6.2,35.9
Ang Mo Kio,2022,7,2,0,0,0,0,29.5,32.5,26.9,6.1,32.4
Ang Mo Kio,2022,7,3,0,0,0,0,29.8,32.9,27.4,5.2,25.6
Ang Mo Kio,2022,7,4,1,0.8,1,1,29.4,33.9,27.4,5.4,23
Ang Mo Kio,2022,7,5,0.8,0.4,0.4,0.4,27.7,31.3,25.7,5.7,50
Ang Mo Kio,2022,7,6,0,0,0,0,28.7,32.3,26.7,4.3,22
Ang Mo Kio,2022,7,7,0,0,0,0,30,33.6,27.2,5.6,26.7
Ang Mo Kio,2022,7,8,20.6,16.2,19.8,20.6,28.7,32.2,23.4,6.6,52.2
Ang Mo Kio,2022,7,9,0,0,0,0,30.1,33.5,27.4,5,23
Ang Mo Kio,2022,7,10,14,8,13.8,14,28.1,29.7,23.6,5.9,36.3
Ang Mo Kio,2022,7,11,0,0,0,0,28.8,32.6,26.1,5.2,25.9
Ang Mo Kio,2022,7,12,0,0,0,0,29,31.8,27.6,6.3,27.8
Ang Mo Kio,2022,7,13,0,0,0,0,29.1,32,26.8,5.4,24.1
Ang Mo Kio,2022,7,14,0,0,0,0,29.2,33.8,27.7,5.3,28.2
Ang Mo Kio,2022,7,15,1.4,1.4,1.4,1.4,29.1,32.3,27.4,6.1,26.7
Ang Mo Kio,2022,7,16,0,0,0,0,29.6,32.6,27.7,7,33.2
Ang Mo Kio,2022,7,17,0,0,0,0,30.1,33.8,28.3,8.8,28.9
Ang Mo Kio,2022,7,18,0,0,0,0,30,33.4,28.2,7.7,27
Ang Mo Kio,2022,7,19,0,0,0,0,30.1,33.9,28,8.7,26.7
Ang Mo Kio,2022,7,20,12.8,8.4,10,10.2,27.1,30,22.5,6.3,43.9
Ang Mo Kio,2022,7,21,0.2,0.2,0.2,0.2,28.5,33,26.4,4.8,32.8
Ang Mo Kio,2022,7,22,31.6,27,30.8,31.4,27.5,31.6,23.8,4.4,33.9
Ang Mo Kio,2022,7,23,0,0,0,0,28.4,33.5,25.8,4.3,27.4
Ang Mo Kio,2022,7,24,14.6,7.8,8.2,8.8,27,32.2,24.1,4.1,23
Ang Mo Kio,2022,7,25,4.2,3.6,3.8,4,27,30.6,24.9,3.7,22.6
Ang Mo Kio,2022,7,26,8,5,5,5,26.7,29.9,23.8,5.2,29.8
Ang Mo Kio,2022,7,27,0,0,0,0,29.3,32.6,26.4,6.8,31.3
Ang Mo Kio,2022,7,28,8.6,4.2,4.4,8.6,28.7,31.2,25.6,6.5,29.8
Ang Mo Kio,2022,7,29,21.6,8.8,10.8,12,27.6,31.8,23.6,5.7,49.3
Ang Mo Kio,2022,7,30,0,0,0,0,28.8,32.5,25.2,6.7,27.4
Ang Mo Kio,2022,7,31,0,0,0,0,28.6,32.7,26.1,6.4,32
Ang Mo Kio,2022,8,1,0.2,0.2,0.2,0.2,28.2,31.4,25.7,5,22.4
Ang Mo Kio,2022,8,2,7.8,2.4,3.6,5.4,27.2,31.5,24.5,5.8,38.2
Ang Mo Kio,2022,8,3,17,10.2,12.2,15.2,26.2,28.7,24,4.4,31.3
Ang Mo Kio,2022,8,4,1.2,0.6,1,1.4,26,28.7,23.7,4.9,23.3
Ang Mo Kio,2022,8,5,0,0,0,0,27.9,31.5,25.3,4.3,18
Ang Mo Kio,2022,8,6,0,0,0,0,29.2,33,26,5.6,24.4
Ang Mo Kio,2022,8,7,0,0,0,0,28.9,32.2,25.9,6.5,28.5
Ang Mo Kio,2022,8,8,0,0,0,0,29.6,32.9,28,7.5,32
Ang Mo Kio,2022,8,9,0,0,0,0,29.7,33.1,27.4,7.1,24.4
Ang Mo Kio,2022,8,10,0,0,0,0,29.8,33.1,27.8,7.8,31.3
Ang Mo Kio,2022,8,11,0,0,0,0,30.2,34.1,28.1,7.5,31.3
Ang Mo Kio,2022,8,12,0,0,0,0,29.7,33.4,28.3,8,41.1
Ang Mo Kio,2022,8,13,17,14,16.8,17,27.9,30.8,24.8,5,26.7
Ang Mo Kio,2022,8,14,9.8,9.4,9.8,9.8,28.2,34.2,22.9,4,36.7
Ang Mo Kio,2022,8,15,0,0,0,0,29.1,32.3,26.3,5.5,27.4
Ang Mo Kio,2022,8,16,15,14.4,15,15,27.8,31,22.6,4.7,40.7
Ang Mo Kio,2022,8,17,0,0,0,0,29.4,33.4,26.6,7,31.3
Ang Mo Kio,2022,8,18,7.8,4,7.6,7.6,29,32.7,24.9,6.8,36.7
Ang Mo Kio,2022,8,19,0,0,0,0,29,31.8,26.2,6.5,29.4
Ang Mo Kio,2022,8,20,7.8,4,5,5,28.1,31.6,25.5,5.8,29.8
Ang Mo Kio,2022,8,21,34.8,20.8,27.4,34.2,26.7,29.7,23,5.9,41.9
Ang Mo Kio,2022,8,22,0,0,0,0,29.2,33.6,26.3,6.1,26.7
Ang Mo Kio,2022,8,23,41,26,35,39,26.5,28.3,23.9,4.8,30.9
Ang Mo Kio,2022,8,24,5.4,4.8,5.2,5.4,27.5,32.4,24,5.1,42.8
Ang Mo Kio,2022,8,25,3.6,2.8,2.8,3,27.5,30.7,25.2,5.2,38.5
Ang Mo Kio,2022,8,26,7.4,3,3,3,25.8,26.5,24.4,4.1,22
Ang Mo Kio,2022,8,27,56.4,26.8,41.2,52.6,26,33,22.9,3.6,34.6
Ang Mo Kio,2022,8,28,5.4,4.6,5.4,5.4,26.7,31.5,24.3,3.9,28.9
Ang Mo Kio,2022,8,29,4.8,2,2.2,2.4,26.8,30.5,24,4.1,20.6
Ang Mo Kio,2022,8,30,0.8,0.6,0.8,0.8,27.2,29.6,26.2,5.1,22.4
Ang Mo Kio,2022,8,31,0,0,0,0,28.9,33.4,25.2,5.2,26.3
Ang Mo Kio,2022,9,1,22,21.8,22,22,28.8,33.9,24.2,4.1,23.7
Ang Mo Kio,2022,9,2,10.2,4.8,6.2,7.4,26.8,28.8,25.6,4.5,23
Ang Mo Kio,2022,9,3,0,0,0,0,28.6,32,26.1,7.5,36.7
Ang Mo Kio,2022,9,4,16.2,11.8,15.8,16,27.9,31.2,23.6,3.4,23.7
Ang Mo Kio,2022,9,5,6.4,6.2,6.4,6.4,27.1,32,23.6,4.7,38.5
Ang Mo Kio,2022,9,6,0,0,0,0,28.6,33.4,25.2,4.8,26.3
Ang Mo Kio,2022,9,7,0.6,0.6,0.6,0.6,27.4,30.1,26.4,5.6,29.8
Ang Mo Kio,2022,9,8,0,0,0,0,28.6,32.5,26.4,4,25.9
Ang Mo Kio,2022,9,9,2.8,1,1.4,2.2,26.8,28.2,25.4,4.6,21.7
Ang Mo Kio,2022,9,10,0,0,0,0,28.4,32.2,26.1,5.4,20.9
Ang Mo Kio,2022,9,11,0.6,0.6,0.6,0.6,27.4,29.8,25.5,5.4,30.9
Ang Mo Kio,2022,9,12,0,0,0,0,28.5,33.3,24.9,5.1,27
Ang Mo Kio,2022,9,13,1.2,0.6,0.6,0.6,27.3,31.3,24.4,5.4,28.9
Ang Mo Kio,2022,9,14,0,0,0,0,27,29.3,25.7,8,43.5
Ang Mo Kio,2022,9,15,0,0,0,0,28.2,31.4,25.7,5.1,25.6
Ang Mo Kio,2022,9,16,0,0,0,0,29.1,32.7,26.2,5.3,25.6
Ang Mo Kio,2022,9,17,0.8,0.8,0.8,0.8,28.7,30.7,26.8,5.1,29.8
Ang Mo Kio,2022,9,18,60.4,18.8,29.8,41.8,26,28.3,22.5,5.1,31.3
Ang Mo Kio,2022,9,19,0,0,0,0,27.8,30.4,25.5,4.8,21.7
Ang Mo Kio,2022,9,20,19.4,17,19.2,19.4,27.3,29.3,22.8,3.9,35.6
Ang Mo Kio,2022,9,21,0,0,0,0,28.9,33,25.8,5.4,26.7
Ang Mo Kio,2022,9,22,41.4,15,19.2,36.6,26.9,29,22.6,6.8,42
Ang Mo Kio,2022,9,23,0,0,0,0,29.2,33.4,26.5,5.1,29.4
Ang Mo Kio,2022,9,24,1.2,0.8,0.8,1,28,31.6,25.4,4.9,25.6
Ang Mo Kio,2022,9,25,46.6,14.6,17.4,29,26.8,30.3,22.3,5.6,44.3
Ang Mo Kio,2022,9,26,0,0,0,0,28.1,30.7,25.7,4.9,27
Ang Mo Kio,2022,9,27,0,0,0,0,28.8,32.7,25.4,5.1,27.4
Ang Mo Kio,2022,9,28,0,0,0,0,29.1,32.8,26.1,5.3,24.8
Ang Mo Kio,2022,9,29,36.4,32.2,36,36.4,28.1,31.4,23.1,4.3,27
Ang Mo Kio,2022,9,30,0,0,0,0,29,33.1,26.3,6.1,30.6
Ang Mo Kio,2022,10,1,8.4,5.8,8.4,8.4,27.4,32.1,24.5,4.2,27.4
Ang Mo Kio,2022,10,2,17.6,9.6,10.6,10.6,27.2,33.5,23.4,4.6,25.6
Ang Mo Kio,2022,10,3,41,28.4,36.8,40.2,26.6,31.8,22.9,3.9,26.3
Ang Mo Kio,2022,10,4,8.2,6.2,6.2,7.4,26.3,30.4,24.7,4,19.1
Ang Mo Kio,2022,10,5,35.6,18.8,28,34.4,26.5,29.4,23.3,4.6,22.4
Ang Mo Kio,2022,10,6,4,1,1.6,2.4,26.1,30.7,24.7,4.2,40.7
Ang Mo Kio,2022,10,7,9.6,5.4,5.8,7,25.4,28.7,23.9,3.9,27.8
Ang Mo Kio,2022,10,8,0,0,0,0,27.5,32,24.2,4.5,20.9
Ang Mo Kio,2022,10,9,0.2,0.2,0.2,0.2,28.1,31.8,25.3,4.8,19.8
Ang Mo Kio,2022,10,10,39.4,18.4,29.2,36.8,26.8,29.8,22.6,5.6,40.7
Ang Mo Kio,2022,10,11,5,3,4.2,4.8,28.3,33,24.7,4.3,27.8
Ang Mo Kio,2022,10,12,11.6,10.6,10.6,10.6,26.4,29.4,23.7,6.2,32.4
Ang Mo Kio,2022,10,13,0,0,0,0,28.9,33.2,25.5,5.5,29.1
Ang Mo Kio,2022,10,14,3.6,3.4,3.6,3.6,27.8,31.5,25.5,6.6,32.8
Ang Mo Kio,2022,10,15,0,0,0,0,28.8,32.9,26.1,6.9,34.6
Ang Mo Kio,2022,10,16,52.8,16.6,32.6,43,27.3,31.4,23,6.1,39.6
Ang Mo Kio,2022,10,17,11.6,6.8,11,11.6,28.4,33.1,23.7,5.2,30.6
Ang Mo Kio,2022,10,18,0,0,0,0,28.9,32.3,25.7,4.6,18.7
Ang Mo Kio,2022,10,19,0.6,0.6,0.6,0.6,29,32.3,26.6,4.2,17.2
Ang Mo Kio,2022,10,20,0,0,0,0,30,34.2,26.9,5.5,24.8
Ang Mo Kio,2022,10,21,22.4,8.6,15.2,19.8,26.7,30.4,22.7,4,27
Ang Mo Kio,2022,10,22,5.4,1.6,2.2,2.6,26.5,32.3,24,5,18.7
Ang Mo Kio,2022,10,23,0,0,0.2,0.2,26.9,30.4,24,4.9,23.7
Ang Mo Kio,2022,10,24,1,0.4,0.6,0.8,27.1,29.7,25.6,4.6,19.1
Ang Mo Kio,2022,10,25,27.6,20,22,23.4,26.8,31.2,22.7,5.7,43.9
Ang Mo Kio,2022,10,26,2.8,2.4,2.4,2.4,25.9,28.9,23.4,5.2,29.4
Ang Mo Kio,2022,10,27,2.2,1,1.4,2.2,27.9,32.4,24.4,8,33.5
Ang Mo Kio,2022,10,28,0.8,0.6,0.6,0.6,28.2,33.5,25.4,6.8,32.8
Ang Mo Kio,2022,10,29,0,0,0,0,28.3,33.1,25.8,5.4,25.6
Ang Mo Kio,2022,10,30,46.6,26.4,30.6,43.2,28.3,33.3,23.3,5.4,32.8
Ang Mo Kio,2022,10,31,8.2,19.6,32,37.8,27.4,32.3,23.3,6.1,25.2
Ang Mo Kio,2022,11,1,0,0,0,0,27.3,30.5,24.9,3.8,29.1
Ang Mo Kio,2022,11,2,0,0,0,0,27.9,32.5,25.1,4.3,23.7
Ang Mo Kio,2022,11,3,2.6,1.6,1.6,2.4,27.8,32,25.3,3.5,16.1
Ang Mo Kio,2022,11,4,4,1.4,1.4,2.6,28.6,33.2,24.1,6.2,34.6
Ang Mo Kio,2022,11,5,29.8,16,22.6,25.6,25.2,27.3,22.2,4.2,37.8
Ang Mo Kio,2022,11,6,2.4,1.2,1.4,1.4,26.7,31.2,25,4.2,22.4
Ang Mo Kio,2022,11,7,65,35.6,55.2,64.8,26.6,33.5,23.4,4.2,25.2
Ang Mo Kio,2022,11,8,37.4,33.6,36,36.4,26,32.4,23.8,3.8,38.5
Ang Mo Kio,2022,11,9,0.2,0.2,0.2,0.2,26.2,28.4,24.5,4.9,23
Ang Mo Kio,2022,11,10,10.8,2.2,3.8,7.4,26.7,30.8,24.2,4.1,25.6
Ang Mo Kio,2022,11,11,0,0,0,0,27.1,32,25,4.6,25.6
Ang Mo Kio,2022,11,12,68,33.2,48.4,60.6,25.9,31.9,23.6,4.1,30.6
Ang Mo Kio,2022,11,13,66,43.4,58.2,65.4,26.1,30.4,23.5,3.3,29.8
Ang Mo Kio,2022,11,14,38,15.6,24.2,34,27.1,32.5,23.2,4.5,29.1
Ang Mo Kio,2022,11,15,1.2,0.6,0.8,0.8,27.8,31.8,23.9,6.9,41.9
Ang Mo Kio,2022,11,16,46.4,27.6,32.4,44.6,27.3,35.6,24,5,38.9
Ang Mo Kio,2022,11,17,0,0,0,0,27.9,32,24.5,4.8,22.6
Ang Mo Kio,2022,11,18,0,0,0,0,28.6,31.9,26.3,6.4,32.4
Ang Mo Kio,2022,11,19,7.2,2,3.2,4.6,26,27.4,23.1,4.6,30.6
Ang Mo Kio,2022,11,20,0.2,0.2,0.2,0.2,27.6,31,24.4,7.4,35
Ang Mo Kio,2022,11,21,6,5.4,5.8,5.8,28.2,32.4,23.7,7.5,34.6
Ang Mo Kio,2022,11,22,0,0,0,0,29.5,33.1,26.3,7.7,37
Ang Mo Kio,2022,11,23,12.4,11.2,11.4,12.4,27.3,30.3,22.9,6.3,38.5
Ang Mo Kio,2022,11,24,23.8,18.4,23.8,23.8,28.9,34.2,23.3,5.9,42.4
Ang Mo Kio,2022,11,25,7.8,11,26.6,30,27.9,31.5,23.7,5.8,27.4
Ang Mo Kio,2022,11,26,0,0,0,0,28.3,32.6,26.1,4.4,21.3
Ang Mo Kio,2022,11,27,2.4,0.8,1.2,1.4,26.4,29.1,23.9,4,37.8
Ang Mo Kio,2022,11,28,25.6,25.4,25.4,25.4,27.1,32.7,24.1,4.4,28.2
Ang Mo Kio,2022,11,29,25.4,22.4,23.8,25.2,26.9,32.5,23.6,4.4,41.5
Ang Mo Kio,2022,11,30,25,11.6,16.4,18.2,26.7,33.5,23.1,4.1,30.9
Ang Mo Kio,2022,12,1,15.6,6.2,11.2,14,26.1,31.6,23.9,4.2,25.2
Ang Mo Kio,2022,12,2,1.4,0.8,1,1.4,26.1,30,24.5,4.7,22.4
Ang Mo Kio,2022,12,3,0.6,0.6,0.6,0.6,27.5,31.4,23.7,5.4,29.4
Ang Mo Kio,2022,12,4,13.6,8,9.2,9.2,27.2,30.6,23.9,3.9,24.8
Ang Mo Kio,2022,12,5,3.8,1.6,2.6,3.6,26.3,30.3,24.1,4,28.2
Ang Mo Kio,2022,12,6,2.6,2,2.6,2.6,26.9,33.1,24.6,3.6,24.8
Ang Mo Kio,2022,12,7,2.6,2.6,2.6,2.6,27.2,32,25.3,4.4,28.2
Ang Mo Kio,2022,12,8,9.6,8.2,8.4,8.6,26.4,30.3,24.4,4.8,23
Ang Mo Kio,2022,12,9,0.2,0.2,0.2,0.2,26.3,29.3,24.1,5.3,29.1
Ang Mo Kio,2022,12,10,0.4,0.2,0.2,0.4,26.8,30.4,24.4,3.9,17.6
Ang Mo Kio,2022,12,11,50.2,32.6,40.8,42.8,25.3,26.7,23.2,4.2,33.5
Ang Mo Kio,2022,12,12,0,0.2,0.2,0.2,26.6,29.8,24.2,3.4,17.2
Ang Mo Kio,2022,12,13,7.2,1.8,3.4,5.2,25.8,30.7,24.2,6.6,32
Ang Mo Kio,2022,12,14,2.6,1.4,2,2,25.1,26.2,24.1,5.8,22.6
Ang Mo Kio,2022,12,15,3.2,0.6,1,1.4,25.5,28.1,24,5,24.4
Ang Mo Kio,2022,12,16,0.4,0.2,0.2,0.4,27.3,34.2,24.3,5.1,28.9
Ang Mo Kio,2022,12,17,1,0.8,0.8,1,26.6,31.2,25.1,4.8,28.9
Ang Mo Kio,2022,12,18,27,16,17.6,17.8,26,31,23.9,4.7,25.9
Ang Mo Kio,2022,12,19,0.4,0.2,0.4,0.4,25.6,27.8,24.5,5.3,25.6
Ang Mo Kio,2022,12,20,73.6,32.8,57.2,72.2,26,31.7,22.8,5,22.4
Ang Mo Kio,2022,12,21,0.4,0.4,0.4,0.4,27,32.3,24.1,4.5,23.7
Ang Mo Kio,2022,12,22,1.6,1,1,1,26,28.9,24.6,6.1,25.9
Ang Mo Kio,2022,12,23,1.2,0.4,0.6,0.6,26,29.3,24,7.4,37.8
Ang Mo Kio,2022,12,24,0,0,0,0,26.9,30.3,24.8,9.1,36.7
Ang Mo Kio,2022,12,25,19.8,19.2,19.8,19.8,26.8,32.1,23.5,8.6,38.5
Ang Mo Kio,2022,12,26,0,0,0,0,26.8,30,25.1,8.9,32
Ang Mo Kio,2022,12,27,3.2,1.8,2,2,26.6,30.5,24.7,7.6,32
Ang Mo Kio,2022,12,28,0,0,0,0,26.6,29.4,24.8,6.7,30.9
Ang Mo Kio,2022,12,29,4.2,3.4,3.4,4,26.4,30.4,25.1,6,25.9
Ang Mo Kio,2022,12,30,0,0,0,0,27.1,31.8,24.8,7.2,32.8
Ang Mo Kio,2022,12,31,3,2.6,2.8,3,27,31,23.8,8.4,41.9
Ang Mo Kio,2023,1,1,0,0,0,0,26.9,30.7,25,6.3,24.8
Ang Mo Kio,2023,1,2,0,0,0,0,27.3,31.6,24.7,7,31.7
